hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
1,185.62.32.190,0.44966666666666666,Borgo Maggiore,Borgo Maggiore,SM,43.94193,12.44738,AS201852,Bluindaco S.R.L.
2,185.62.32.2,0.4463333333333333,Borgo Maggiore,Borgo Maggiore,SM,43.94193,12.44738,AS201852,Bluindaco S.R.L.
3,185.62.32.20,0.5693333333333334,Borgo Maggiore,Borgo Maggiore,SM,43.94193,12.44738,AS201852,Bluindaco S.R.L.
4,194.183.78.41,2.8213333333333335,Borgo Maggiore,Borgo Maggiore,SM,43.94193,12.44738,AS15433,Telecom Italia San Marino S.p.A
5,195.22.212.238,6.038,Milan,Lombardy,IT,45.46427,9.18951,AS6762,TELECOM ITALIA SPARKLE S.p.A.
6,195.22.196.71,32.321666666666665,Milan,Lombardy,IT,45.46427,9.18951,AS6762,TELECOM ITALIA SPARKLE S.p.A.
7,4.68.73.37,10.413,Milan,Lombardy,IT,45.46427,9.18951,AS3356,"Level 3 Parent, LLC"
8,171.75.10.131,24.76466666666667,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
10,188.1.145.198,34.596,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,188.1.243.30,35.01533333333333,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,141.76.0.29,34.839333333333336,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,141.30.1.28,35.101333333333336,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.30.1.61,38.886,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.76.14.10,34.882,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
