hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
2,161.8.88.253,4.4430000000000005,Muscat,Muscat,OM,23.58413,58.40778,AS204170,Awaser Oman LLC
3,134.0.218.78,5.483999999999999,Muscat,Muscat,OM,23.58413,58.40778,AS8529,Zain Omantel International FZ-LLC
4,134.0.218.77,6.489999999999999,Muscat,Muscat,OM,23.58413,58.40778,AS8529,Zain Omantel International FZ-LLC
5,134.0.220.202,109.62333333333333,Marseille,Provence-Alpes-Côte d'Azur,FR,43.29695,5.38107,AS8529,Zain Omantel International FZ-LLC
7,72.52.92.70,134.032,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS6939,Hurricane Electric LLC
9,80.81.192.222,127.33800000000001,Frankfurt am Main,Hesse,DE,50.11552,8.68417,,
10,188.1.145.133,136.646,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
11,188.1.145.118,133.124,Erlangen,Bavaria,DE,49.59099,11.00783,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,188.1.243.34,138.68666666666667,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,141.76.0.23,136.26266666666666,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,141.30.1.30,137.03966666666668,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.30.1.61,137.98266666666666,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.76.14.10,143.548,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
