hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
3,95.216.129.124,0.52,Helsinki,Uusimaa,FI,60.16952,24.93545,AS24940,Hetzner Online GmbH
5,88.198.252.53,1.0486666666666666,Helsinki,Uusimaa,FI,60.16952,24.93545,AS24940,Hetzner Online GmbH
7,213.239.228.1,2.7319999999999998,Helsinki,Uusimaa,FI,60.16952,24.93545,AS24940,Hetzner Online GmbH
8,213.239.224.149,20.757666666666665,Mörfelden-Walldorf,Hesse,DE,49.99472,8.58361,AS24940,Hetzner Online GmbH
9,213.239.224.218,22.443,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS24940,Hetzner Online GmbH
10,188.1.242.9,22.979,Paderborn,North Rhine-Westphalia,DE,51.71905,8.75439,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
11,188.1.145.133,26.5355,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,188.1.145.118,30.8325,Erlangen,Bavaria,DE,49.59099,11.00783,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,188.1.243.34,34.25966666666667,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,141.76.0.23,34.013,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.30.1.30,31.397333333333336,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.30.1.61,31.41433333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,141.76.14.10,31.64833333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
