hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
3,113.254.72.1,66.315,Hong Kong,,HK,22.27832,114.17469,AS9304,HGC Global Communications Limited
7,203.131.243.129,13.467666666666666,Hong Kong,,HK,22.27832,114.17469,AS2914,"NTT America, Inc."
8,129.250.4.71,13.861,Hong Kong,,HK,22.27832,114.17469,AS2914,"NTT America, Inc."
10,129.250.6.65,43.706,Singapore,,SG,1.28967,103.85007,AS2914,"NTT America, Inc."
11,4.68.62.129,48.33266666666666,Singapore,,SG,1.28967,103.85007,AS3356,"Level 3 Parent, LLC"
12,171.75.10.131,203.76766666666666,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
13,62.67.67.154,206.638,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
14,188.1.145.133,213.47933333333333,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,188.1.145.118,214.49,Erlangen,Bavaria,DE,49.59099,11.00783,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,188.1.243.34,217.6496666666667,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,141.76.0.23,217.269,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
18,141.30.1.22,218.34733333333335,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
19,141.30.1.55,219.25333333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
20,141.76.14.10,230.95333333333335,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
