hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
1,39.102.163.17,0.4003333333333334,Beijing,Beijing,CN,39.9075,116.39723,AS37963,"Hangzhou Alibaba Advertising Co.,Ltd."
5,11.73.10.93,7.211333333333333,Independence,Kansas,US,37.22424,-95.70831,AS749,DoD Network Information Center
10,106.38.196.157,9.360666666666667,Beijing,Beijing,CN,39.9075,116.39723,AS23724,"IDC, China Telecommunications Corporation"
13,202.97.54.14,12.011333333333333,Beijing,Beijing,CN,39.9075,116.39723,AS4134,CHINANET-BACKBONE
14,202.97.88.242,166.8936666666667,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS4134,CHINANET-BACKBONE
15,80.81.192.222,248.38199999999998,Frankfurt am Main,Hesse,DE,50.11552,8.68417,,
16,188.1.145.133,313.21133333333336,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,188.1.145.118,159.61833333333334,Erlangen,Bavaria,DE,49.59099,11.00783,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
18,188.1.243.34,167.15833333333333,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
19,141.76.0.21,170.38566666666665,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
20,141.30.1.28,165.3615,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
21,141.30.1.61,262.2025,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
22,141.76.14.10,165.10466666666665,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
