hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
4,154.54.61.197,15.384,Valencia,Valencia,ES,39.47391,-0.37966,AS174,Cogent Communications
5,154.54.57.229,14.968333333333334,Madrid,Madrid,ES,40.4165,-3.70256,AS174,Cogent Communications
6,130.117.14.46,13.972333333333333,Madrid,Madrid,ES,40.4165,-3.70256,AS174,Cogent Communications
7,171.75.10.131,34.942,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
8,62.67.67.154,34.412,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
11,188.1.243.30,48.33166666666667,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,141.76.0.29,47.18366666666666,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,141.30.1.28,47.492999999999995,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,141.30.1.61,44.62766666666667,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.76.14.10,47.406000000000006,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
