hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
2,196.2.12.1,0.8253333333333334,Bujumbura,Bujumbura Mairie,BI,-3.38193,29.36142,AS25429,CBINET Burundi
3,196.2.9.145,0.8323333333333333,Bujumbura,Bujumbura Mairie,BI,-3.38193,29.36142,AS25429,CBINET Burundi
4,196.2.9.133,0.844,Bujumbura,Bujumbura Mairie,BI,-3.38193,29.36142,AS25429,CBINET Burundi
5,154.117.208.253,6.853666666666666,Bujumbura,Bujumbura Mairie,BI,-3.38193,29.36142,AS327799,VIETTEL BURUNDI SA
6,41.223.224.4,26.189999999999998,Kigali,Kigali,RW,-1.94995,30.05885,AS37006,Liquid Telecommunication Rwanda Limited
7,41.216.104.6,140.96766666666664,Kigali,Kigali,RW,-1.94995,30.05885,AS37006,Liquid Telecommunication Rwanda Limited
8,41.216.104.144,450.5036666666667,Kampala,Central Region,UG,0.31628,32.58219,AS37006,Liquid Telecommunication Rwanda Limited
9,197.155.90.250,142.771,Nairobi,Nairobi County,KE,-1.28333,36.81667,AS30844,Liquid Telecommunications Ltd
10,197.155.94.9,36.06166666666667,Mombasa,Mombasa County,KE,-4.05466,39.66359,AS30844,Liquid Telecommunications Ltd
11,197.155.90.200,489.5896666666667,Marseille,Provence-Alpes-Côte d'Azur,FR,43.29695,5.38107,AS30844,Liquid Telecommunications Ltd
13,171.75.10.131,161.94033333333334,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
14,62.67.67.154,465.958,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
15,188.1.145.133,464.1465,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,188.1.145.118,465.814,Erlangen,Bavaria,DE,49.59099,11.00783,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,188.1.243.34,456.695,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
18,141.76.0.21,479.1463333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
19,141.30.1.28,441.47433333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
20,141.30.1.63,486.55600000000004,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
21,141.76.14.10,448.30033333333336,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
