hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
2,195.190.228.57,2.8733333333333335,Rotterdam,South Holland,NL,51.9225,4.47917,,
5,129.250.2.232,4.610666666666667,Amsterdam,North Holland,NL,52.37403,4.88969,AS2914,"NTT America, Inc."
6,129.250.2.175,4.255,Amsterdam,North Holland,NL,52.37403,4.88969,AS2914,"NTT America, Inc."
8,171.75.8.101,12.026333333333334,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
9,62.67.67.154,11.009333333333332,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
10,188.1.145.133,14.5885,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
11,188.1.145.118,26.063499999999998,Erlangen,Bavaria,DE,49.59099,11.00783,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,188.1.243.34,29.483333333333334,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,141.76.0.23,28.965333333333334,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,141.30.1.30,26.468,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.30.1.63,23.778000000000002,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.76.14.10,27.117,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
