hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
2,65.103.135.254,3.776666666666667,Connell,Washington,US,46.66347,-118.86111,AS209,"CenturyLink Communications, LLC"
3,67.5.65.65,4.079,Spokane,Washington,US,47.65966,-117.42908,AS209,"CenturyLink Communications, LLC"
4,4.68.37.65,10.768333333333333,Seattle,Washington,US,47.60621,-122.33207,AS3356,"Level 3 Parent, LLC"
5,171.75.10.131,155.203,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
7,188.1.145.133,155.172,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
8,188.1.145.118,160.1235,Erlangen,Bavaria,DE,49.59099,11.00783,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
9,188.1.243.34,163.19433333333333,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
10,141.76.0.21,162.87633333333335,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
11,141.30.1.28,163.345,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,141.30.1.61,163.31733333333332,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,141.76.14.10,163.3323333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
