hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
1,200.58.72.2,0.6193333333333333,Cochabamba,Cochabamba,BO,-17.38195,-66.15995,AS27839,Comteco Ltda
2,190.11.72.1,0.43333333333333335,Cochabamba,Cochabamba,BO,-17.38195,-66.15995,AS27839,Comteco Ltda
3,200.87.183.0,0.935,Cochabamba,Cochabamba,BO,-17.38195,-66.15995,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
4,190.129.252.8,6.558333333333334,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
5,190.129.252.0,6.5040000000000004,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
6,200.87.253.26,6.515666666666667,Cochabamba,Cochabamba,BO,-17.38195,-66.15995,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
7,190.129.248.1,6.237333333333333,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
8,190.129.249.29,6.066,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
9,195.22.222.12,44.04566666666667,Lima,Lima Province,PE,-12.04318,-77.02824,AS6762,TELECOM ITALIA SPARKLE S.p.A.
10,89.221.41.221,118.056,Miami,Florida,US,25.77427,-80.19366,AS6762,TELECOM ITALIA SPARKLE S.p.A.
12,62.115.119.230,129.11599999999999,Ashburn,Virginia,US,39.04372,-77.48749,AS1299,Arelion Sweden AB
14,62.115.123.12,208.19566666666665,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS1299,Arelion Sweden AB
15,62.115.123.77,215.92499999999998,Trelleborg,Skåne,SE,55.37514,13.15691,AS1299,Arelion Sweden AB
16,62.115.120.71,215.09050000000002,Hamburg,Hamburg,DE,53.55073,9.99302,AS1299,Arelion Sweden AB
18,188.1.144.225,221.373,Lippstadt,North Rhine-Westphalia,DE,51.67369,8.34482,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
19,188.1.243.30,224.487,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
20,141.76.0.29,224.09866666666667,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
21,141.30.1.20,223.90133333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
22,141.30.1.53,223.75633333333334,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
23,141.76.14.10,223.60266666666666,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
