hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
3,200.87.253.47,11.523000000000001,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
4,190.129.119.67,9.863333333333333,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
7,190.129.119.66,11.121666666666668,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
8,190.129.248.1,11.459333333333333,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
9,190.129.249.29,10.585333333333333,La Paz,La Paz Department,BO,-16.5,-68.15,AS6568,EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA
10,195.22.222.12,71.71300000000001,Lima,Lima Province,PE,-12.04318,-77.02824,AS6762,TELECOM ITALIA SPARKLE S.p.A.
11,89.221.41.155,118.472,Miami,Florida,US,25.77427,-80.19366,AS6762,TELECOM ITALIA SPARKLE S.p.A.
13,62.115.119.230,138.02766666666665,Ashburn,Virginia,US,39.04372,-77.48749,AS1299,Arelion Sweden AB
15,62.115.123.12,217.79,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS1299,Arelion Sweden AB
16,62.115.123.77,223.99966666666668,Trelleborg,Skåne,SE,55.37514,13.15691,AS1299,Arelion Sweden AB
17,62.115.120.71,224.60933333333332,Hamburg,Hamburg,DE,53.55073,9.99302,AS1299,Arelion Sweden AB
19,188.1.144.225,230.106,Lippstadt,North Rhine-Westphalia,DE,51.67369,8.34482,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
20,188.1.243.30,233.70933333333335,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
21,141.76.0.31,233.39133333333334,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
22,141.30.1.30,233.60799999999998,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
23,141.30.1.63,233.88633333333334,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
24,141.76.14.10,233.75699999999998,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
