hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
2,82.117.196.249,2.9136666666666664,Belgrade,Central Serbia,RS,44.80401,20.46513,AS31042,Serbia BroadBand-Srpske Kablovske mreze d.o.o.
3,89.216.5.250,3.953333333333333,Belgrade,Central Serbia,RS,44.80401,20.46513,AS31042,Serbia BroadBand-Srpske Kablovske mreze d.o.o.
4,212.133.21.229,6.900333333333333,Budapest,Budapest,HU,47.49835,19.04045,AS3356,"Level 3 Parent, LLC"
5,171.75.10.131,22.214,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
7,188.1.145.198,26.5655,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
8,188.1.144.74,31.234,Lippstadt,North Rhine-Westphalia,DE,51.67369,8.34482,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
9,188.1.243.30,34.372,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
10,141.76.0.29,33.829,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
11,141.30.1.28,34.39,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,141.30.1.61,34.60366666666667,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,141.76.14.10,34.35733333333334,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
