hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
2,202.65.42.177,4.862,Avarua,Rarotonga,CK,-21.2075,-159.77546,AS10131,Telecom Cook Islands
3,45.127.172.129,100.64299999999999,Sydney,New South Wales,AU,-33.86785,151.20732,,
4,163.47.204.226,100.678,Sydney,New South Wales,AU,-33.86785,151.20732,AS45177,Devoli
5,202.68.65.32,104.67200000000001,Sydney,New South Wales,AU,-33.86785,151.20732,AS2914,"NTT America, Inc."
6,129.250.7.48,101.74133333333333,Sydney,New South Wales,AU,-33.86785,151.20732,AS2914,"NTT America, Inc."
7,129.250.6.149,192.428,Singapore,,SG,1.28967,103.85007,AS2914,"NTT America, Inc."
9,4.68.62.129,192.89666666666665,Singapore,,SG,1.28967,103.85007,AS3356,"Level 3 Parent, LLC"
10,171.75.10.131,356.958,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
12,188.1.145.198,355.6033333333333,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,188.1.243.30,365.46700000000004,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.76.0.31,361.8333333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.30.1.30,363.2456666666667,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,141.30.1.63,362.20533333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
18,141.76.14.10,362.413,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
