hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
4,80.10.252.157,1.0759999999999998,Châtillon,Île-de-France,FR,48.8024,2.29346,,
5,193.253.85.222,1.2636666666666667,Paris,Île-de-France,FR,48.85341,2.3488,,
6,193.252.101.145,0.9016666666666667,Paris,Île-de-France,FR,48.85341,2.3488,,
9,171.75.10.131,12.385,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
10,62.67.67.154,14.153,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
12,188.1.144.74,24.114,Lippstadt,North Rhine-Westphalia,DE,51.67369,8.34482,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,188.1.243.30,31.932666666666666,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,141.76.0.29,28.069,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.30.1.20,31.81233333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.30.1.55,28.923999999999996,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,141.76.14.10,31.104,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
