hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
3,24.124.213.105,15.680666666666667,Boston,Massachusetts,US,42.35843,-71.05977,AS7922,"Comcast Cable Communications, LLC"
4,96.110.116.157,15.295333333333334,Boston,Massachusetts,US,42.35843,-71.05977,AS7922,"Comcast Cable Communications, LLC"
5,68.86.226.29,19.963,Boston,Massachusetts,US,42.35843,-71.05977,AS7922,"Comcast Cable Communications, LLC"
6,162.151.52.78,21.256666666666664,Boston,Massachusetts,US,42.35843,-71.05977,AS7922,"Comcast Cable Communications, LLC"
8,171.75.8.101,108.55266666666667,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
9,62.67.67.154,112.412,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS3356,"Level 3 Parent, LLC"
10,188.1.145.198,116.99366666666667,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
12,188.1.243.30,118.80366666666667,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
13,141.76.0.31,119.80233333333332,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
14,141.30.1.30,125.49533333333333,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
15,141.30.1.63,129.987,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
16,141.76.14.10,121.96166666666666,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
