hop_n,ip,rtt,city,region,country,latitude,longitude,asn,as_name
1,192.254.80.65,2.4243333333333332,Los Angeles,California,US,34.05223,-118.24368,AS21859,Zenlayer Inc
2,192.254.80.193,5.408,Los Angeles,California,US,34.05223,-118.24368,AS21859,Zenlayer Inc
3,192.254.84.224,0.6716666666666667,Los Angeles,California,US,34.05223,-118.24368,AS21859,Zenlayer Inc
4,62.115.185.124,0.9873333333333333,Los Angeles,California,US,34.05223,-118.24368,AS1299,Arelion Sweden AB
5,62.115.140.226,1.0410000000000001,Los Angeles,California,US,34.05223,-118.24368,AS1299,Arelion Sweden AB
6,62.115.140.237,155.45,McKinney,Texas,US,33.19762,-96.61527,AS1299,Arelion Sweden AB
7,62.115.137.44,157.43533333333332,Nashville,Tennessee,US,36.16589,-86.78444,AS1299,Arelion Sweden AB
8,62.115.137.54,158.76,Atlanta,Georgia,US,33.749,-84.38798,AS1299,Arelion Sweden AB
9,62.115.138.70,66.319,Culpeper,Virginia,US,38.47318,-77.99666,AS1299,Arelion Sweden AB
10,62.115.140.104,141.248,Paris,Île-de-France,FR,48.85341,2.3488,AS1299,Arelion Sweden AB
11,62.115.123.12,151.43466666666666,Frankfurt am Main,Hesse,DE,50.11552,8.68417,AS1299,Arelion Sweden AB
12,62.115.123.77,150.182,Trelleborg,Skåne,SE,55.37514,13.15691,AS1299,Arelion Sweden AB
13,62.115.120.71,159.56633333333335,Hamburg,Hamburg,DE,53.55073,9.99302,AS1299,Arelion Sweden AB
14,213.248.100.167,152.91,Hamburg,Hamburg,DE,53.55073,9.99302,AS1299,Arelion Sweden AB
16,188.1.243.30,167.00966666666667,Berlin,State of Berlin,DE,52.52437,13.41053,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
17,141.76.0.29,167.22799999999998,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
18,141.30.1.20,164.34366666666665,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
19,141.30.1.53,169.50666666666666,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
20,141.76.14.10,166.821,Dresden,Saxony,DE,51.05089,13.73832,AS680,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
